Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2/2/2022 12:14,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 12:23,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 12:24,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 12:32,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 12:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 12:35,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 12:41,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 12:44,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 12:45,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 12:51,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 12:55,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 12:56,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 13:01,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 13:05,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 13:07,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 13:11,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 13:14,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 13:18,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 13:24,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 13:29,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 13:31,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 13:33,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 13:39,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 13:43,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 13:49,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 13:53,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 13:54,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 13:59,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 14:03,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 14:04,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 14:08,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 14:12,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 14:14,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 14:18,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 14:22,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 14:24,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 14:28,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 14:32,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 14:33,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 14:37,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 14:41,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 14:43,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 14:47,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 14:51,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/2/2022 14:54,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 14:57,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 15:08,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 15:19,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 15:29,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 15:40,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 15:49,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 16:00,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 16:03,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 16:09,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 16:13,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 16:19,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 16:24,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 16:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 16:40,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 16:50,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 17:00,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 17:09,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 17:19,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 17:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 17:41,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 17:51,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 18:00,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 18:09,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 18:18,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 18:28,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 18:38,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 18:49,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 19:00,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 19:10,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 19:21,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 19:31,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 19:41,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 19:51,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 20:01,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 20:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 20:22,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 20:33,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 20:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 20:52,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 21:01,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 21:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 21:22,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 21:32,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 21:42,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 21:53,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 22:03,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 22:14,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 22:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 22:35,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 22:45,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 22:56,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 23:07,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 23:17,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 23:27,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 23:36,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 23:46,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/2/2022 23:47,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/2/2022 23:55,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 00:05,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 00:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 00:15,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 00:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 00:33,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 00:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 00:54,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 01:04,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 01:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 01:13,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 01:17,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 01:21,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 01:23,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 01:26,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 01:32,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 01:37,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 01:39,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 01:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 01:46,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 01:52,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 01:56,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 01:59,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 02:02,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 02:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 02:08,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 02:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 02:15,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 02:17,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 02:21,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 02:24,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 02:26,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 02:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 02:34,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 02:35,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 02:40,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 02:45,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 02:51,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 02:53,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 02:54,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 03:02,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 03:02,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 03:05,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 03:12,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 03:13,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 03:14,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 03:22,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 03:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 03:24,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 03:32,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 03:33,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 03:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 03:42,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 03:44,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 03:52,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 03:53,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 03:54,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 04:04,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 04:05,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 04:11,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 04:15,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 04:22,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 04:25,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 04:26,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 04:35,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 04:36,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 04:41,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 04:45,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 04:46,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 04:51,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 04:55,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 04:56,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 05:05,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 05:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 05:10,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 05:14,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 05:16,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 05:19,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 05:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 05:26,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 05:29,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 05:33,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 05:37,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 05:38,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 05:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 05:47,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 05:49,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 05:52,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 05:56,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 05:59,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 06:02,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 06:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 06:08,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 06:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 06:15,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 06:17,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 06:20,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 06:26,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 06:27,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 06:30,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 06:36,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 06:37,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 06:40,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 06:50,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 06:55,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 06:57,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 07:01,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 07:05,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 07:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 07:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 07:14,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 07:17,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 07:21,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 07:24,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 07:26,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 07:32,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 07:34,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 07:36,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 07:42,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 07:44,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 07:47,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 07:51,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 07:55,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 07:57,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 08:00,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 08:05,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 08:08,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 08:09,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 08:14,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 08:17,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 08:18,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 08:23,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 08:26,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 08:28,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 08:33,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 08:35,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 08:37,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 08:44,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 08:45,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 08:47,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 08:54,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 08:56,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 08:56,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 09:04,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 09:06,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 09:07,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 09:15,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 09:15,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 09:17,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 09:25,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 09:35,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 09:36,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 09:36,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 09:45,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 09:46,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 09:46,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 09:55,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 09:56,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 09:57,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 10:04,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 10:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 10:06,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 10:13,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 10:17,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 10:23,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 10:25,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 10:27,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 10:33,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 10:36,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 10:37,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 10:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 10:45,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 10:48,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 10:53,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 10:54,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 10:57,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 11:03,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 11:05,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 11:08,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 11:13,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 11:14,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 11:17,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 11:23,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 11:24,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 11:34,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 11:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 11:38,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 11:45,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 11:45,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 11:48,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 11:54,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 11:55,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 11:57,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 12:05,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 12:06,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 12:07,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 12:14,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 12:17,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 12:17,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 12:23,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 12:27,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 12:27,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 12:34,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 12:38,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 12:38,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 12:43,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 12:47,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 12:49,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 12:52,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 12:58,VR2Tx-487549,A69-1601-62975,,,,,487549-NE,,,,
2/3/2022 13:00,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 13:01,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
2/3/2022 13:11,VR2Tx-487549,A69-1601-62976,,,,,487549-NE,,,,
2/3/2022 13:11,VR2Tx-487549,A69-1601-62974,,,,,487549-NE,,,,
